antenna_array_size,transmission_power,beamwidth,channel_gain,interference_level,user_density,carrier_frequency,mobility_speed,spectral_efficiency
128,24.94587149359417,7.81244597931554,-86.3074021296249,0.8143867792687614,851,73,50.72430834326073,6.479634803346205
64,39.532065421106566,35.8363051928894,-133.72353469463008,0.6227534032398411,189,28,43.39287821104674,4.476006156787511
32,14.905716177550683,50.23323055175531,-110.5322228964519,0.062041416956554296,808,28,95.12310874192535,2.908439134393778
64,11.182804341055178,12.658495411467733,-111.76331972381148,0.19343534295648257,103,60,2.6040114330649944,4.069857883855278
32,30.854336621427812,8.947669342458216,-103.68080710402408,0.39355533610631555,531,73,34.1895903062923,3.02189113324928
128,32.58149918672923,18.193076201576957,-88.05421403384946,0.01289746978952544,466,73,23.78475182826236,7.48378148732744
64,17.36047329043963,51.189125709958944,-113.15116365841259,0.028652427577654516,730,60,107.02477560100918,4.495340367043902
8,31.571377155527365,15.146193922350164,-81.83545907076879,0.3064328227033716,507,60,46.63571347285233,0.48495024854990065
128,36.358899590654744,50.19002937407594,-110.52408640667369,0.6497880467642996,903,83,9.063992298828914,7.518562491112145
32,14.203395272993577,27.694201246674307,-115.76552754876566,0.8054300430459791,672,73,37.866416933173305,3.0214960693457473
16,12.19587771305331,26.259727875266535,-69.36681467850222,0.7962436094563872,648,73,66.27857968491335,1.1874452201119046
64,11.999561216820698,57.32863956990077,-130.50327235927108,0.49295697165586005,954,60,110.53952840334588,4.663751785698585
64,34.19683443584349,19.957234937074706,-94.2603213485001,0.1492494697414739,327,28,86.14446966623143,3.9566298903415618
16,14.531736753427007,34.73841621547007,-127.0909759155693,0.6136379029893838,396,83,110.78024541050152,2.8821226344317883
8,27.922393065109247,28.87106513956314,-65.36601099442623,0.2338128330930641,200,60,50.33777821077837,0.7947944074247626
8,13.981472621291811,20.437576853378587,-69.81196374937291,0.07928028463119174,645,28,60.36524970684257,-0.5313470577540009
32,11.54277440452751,28.63112470064143,-139.08656132367412,0.5498685627762052,453,60,6.102410836298535,3.16086544335689
64,29.55000476127655,41.72925757745236,-108.71737046980812,0.020934117826733267,481,28,115.17405437252577,5.030473777770017
16,11.712605682679445,6.5145195928206014,-111.16585382868111,0.6418195168014353,227,28,0.4696926882468766,2.3572773247841865
16,13.169940527852317,49.39355455506854,-69.21159058431965,0.42219223388067806,958,28,19.155930812812816,-0.04022712284830443
128,25.754901510011805,47.29075301592025,-134.99481262244387,0.08778823705815997,265,28,14.932104953610622,7.952324821110598
64,33.982476369069374,47.10320944451104,-125.6595510473768,0.08352491468001877,50,28,101.93638819003948,6.004263988714962
64,23.598665042440828,41.08890107245893,-117.40170048183786,0.6118310201032214,494,73,20.98607234338352,4.25375030738082
64,23.359157650079965,21.847242432801696,-79.13189352553746,0.38278410040304056,241,28,36.69073530148496,4.083614213097489
16,17.96800127766118,9.59052467441608,-120.12989917041598,0.14328145870264108,99,73,2.8310361336955037,2.703345140009289
128,31.576053348167914,8.273858519127444,-80.61974502407303,0.13217965775387175,455,83,36.68425629725863,7.34886840551475
64,13.739880436098005,19.57755355787522,-86.67196167627046,0.2265216260361057,829,28,98.51030563356002,3.516364921896972
64,34.523491254735745,22.35950390698425,-104.07689856558993,0.6970241660042995,737,60,35.13754400846025,4.185418341604931
64,38.787299329631,30.849354748686512,-125.22940341221046,0.009910695491153643,202,83,9.399246617906215,5.4052893170139
8,31.8456626861081,12.341398482876908,-96.2855747137722,0.8173053122132368,546,83,54.33052052504881,0.57127580445938
16,37.51940726386728,57.61380415959019,-127.41814334562277,0.33440117898874866,618,73,53.332914920579846,3.109333405808857
8,12.0827152823828,5.007408115246693,-122.50321597411335,0.7512789243737669,948,60,100.18793140372698,2.5905290964852146
8,36.216702326875456,23.050601448512136,-110.45753838275672,0.1630191138148862,636,28,42.4985036111394,1.034797110327903
32,20.390379830978837,7.307317288739995,-81.69108461840425,0.4666931208844084,70,83,109.76334724044685,2.0113718821705704
16,23.41607621514507,41.15444151935707,-67.15154262284626,0.7203839985864458,391,28,85.30731965526499,-1.0673055236777813
128,22.59181950778367,5.682221995252314,-126.74014584278234,0.5831302190995835,538,39,3.6549369684596167,8.08384173649912
64,11.250187018071529,29.034773711609148,-137.40452431622504,0.29806620117000415,271,28,55.20769400970741,5.012976464457426
128,22.756405134077003,48.680853220239634,-110.32471934737879,0.9903323037936483,296,73,29.223400667944354,7.915200624084029
32,20.196248913041984,11.275268168836336,-105.43848579243952,0.9772799325664473,442,83,53.080254966025855,2.647021669286375
64,35.86043446817868,6.0630197004680575,-94.73747561272029,0.39312179820707915,716,28,101.9811125516429,4.7424929456523595
32,32.74715427112274,54.83787901211715,-139.27566707357033,0.0504167736022092,496,83,67.37260535197493,3.3748082259806473
64,36.21031342559016,8.425020823503708,-116.21673677541331,0.2940674621767778,163,60,32.19004307067729,4.7420570720132815
16,38.66004059511785,30.28156787214637,-81.35999142219015,0.8188692705204715,454,73,34.04946119525472,0.7140136606544175
32,36.03754883560066,53.86220197697747,-93.04507947528744,0.7975140452964858,260,60,29.23662832146995,1.4392112314946277
16,15.43448048604041,45.726187257443556,-119.48295511865872,0.4264997472418611,917,83,28.092319796476872,1.6732816335374876
16,17.416932232095313,42.01316423169378,-74.80482171675686,0.5117074471147008,66,39,46.56701691131484,-0.637255570293146
16,14.459881832593389,56.86917107595892,-93.83019311693434,0.16121881197512256,336,28,23.39960850252237,1.3378841855439072
128,28.946806602775617,31.730027158868165,-118.8750412245025,0.5234013709220082,595,83,52.56261556203952,7.527503852529815
8,28.212821082663424,24.679774626245187,-80.66868385311662,0.9765610233229043,664,39,37.79424743025113,0.22411329453040785
32,20.237434828784693,57.58259289865632,-137.59791957364857,0.006464357789710551,862,60,14.994787930082168,4.072048147563401
16,33.690955214274375,5.08608078553101,-98.55935468763002,0.9825212722560387,95,73,79.53428792923962,1.852318864787743
64,16.898638176732586,7.64785597880944,-91.3797853523478,0.556464637348822,431,28,88.46630682855657,3.8656422109441895
16,27.59825389526422,27.280648199016152,-114.88996026220235,0.5000582591910867,114,28,75.4976200764383,2.6318019302169895
16,31.250889301451043,23.436442605398,-89.58022244350737,0.1182186222910886,933,39,104.9002705778482,2.4814783287453483
128,39.06633565857074,52.55099852374685,-69.89444534861508,0.28454138567693377,489,39,32.220590070340236,6.833635799075597
64,39.082369670058625,55.414937971266404,-137.50807257652872,0.5738658496770963,464,28,77.56381345483872,5.47465547232883
16,29.94735173461654,5.239979830767,-103.33411243299396,0.8023960305536325,377,28,103.92278288167496,2.8635916103573975
32,13.357588581931836,12.730413216809843,-129.59354641368424,0.004187443627957865,203,39,36.542782698166,2.977721038291407
128,27.40517107681997,51.96790818254822,-62.1293904668143,0.7346083007105351,909,60,31.175329940539246,5.061373203335738
16,33.84428646249788,57.95456963907143,-84.48403275918746,0.23374079203674425,396,83,118.00646645526871,1.3519677767846625
8,20.871816973498994,23.604712829697412,-136.40709608035073,0.11864376574158031,282,60,72.34156564747637,3.5677756982364395
8,21.02603266874594,57.99245824881736,-112.3933003589413,0.44066488342429355,597,83,42.32293442036816,1.7419324966661285
8,14.106568902064218,29.21094488755198,-98.89164286345859,0.6617186826439566,106,28,116.64952025694686,1.1093930686765832
32,21.678868421259295,26.11081235631742,-61.71796252886875,0.5832523923125568,841,60,34.45977181566689,1.1429633908736359
64,38.281953224053765,47.65865180089301,-103.97966030856878,0.7341512590416462,311,83,6.44364943191682,4.376940610082347
16,15.314493683421578,21.628328714332156,-88.03928562340421,0.9782206685265583,22,73,18.60104009001055,0.9071380120795695
32,39.045802837441656,9.343303920495574,-90.69596112594208,0.7021074541137926,535,28,88.25562343172197,3.038302100417454
32,22.909176846983883,36.447479362657724,-128.57264281485345,0.658102218056492,744,28,62.28260322942669,3.484118777023591
16,12.744605121932647,29.217788010259195,-80.90214794187469,0.9172680665776807,820,60,79.2402996616953,1.0308393427055493
64,24.162008353299978,30.3296723500777,-136.88560293394661,0.5506633794408515,19,73,11.429872076744338,5.153727012175499
128,36.35546683904043,55.02000360154831,-91.22420598779073,0.20831539000851795,25,73,71.78249999262343,7.902549200017212
128,36.836566806822745,39.07741356029124,-74.65764267954911,0.7832979829560477,323,28,106.65029805003269,6.3701796177791445
8,17.126323926229823,20.71809555392286,-133.23476975222098,0.26116243251086024,664,39,70.57724480755178,1.507432610437192
32,38.32799467340302,28.033632549078877,-135.47314750826274,0.673092130911217,886,28,87.41069847593258,3.0123849325735557
8,22.970044031278057,10.309395860749245,-133.31565299914482,0.8979352934437369,102,83,24.797182187004637,1.6364919885377167
128,24.196297200746713,15.193159874079294,-63.21097578292358,0.7665273162216272,640,73,87.57246138884175,5.57352191768924
64,33.04820241593555,49.35219894780617,-92.07643302796947,0.7653633638580407,101,73,21.04010896522319,4.5129972629847295
128,30.864016200695865,52.495113738299985,-135.8408518417834,0.35483185554316266,702,73,18.830072644467258,8.886965176439714
64,37.91785643931749,40.84018682625021,-127.14563322305239,0.8388538619040689,619,28,76.95188511082438,4.390153365361909
64,14.758153158792211,12.808459436854665,-65.09755028248587,0.5402994067614997,96,73,17.280386870378656,2.9061482195930664
16,37.960843165300524,21.71705206823981,-120.00344428819031,0.3152394346494508,143,60,53.89000712113361,3.050843046679902
8,25.46788085737751,50.46890478578181,-60.745667434738735,0.5469288759854769,729,73,70.95613787078936,0.2050301540009238
128,30.404223152809013,50.4288016989445,-105.79189330373302,0.35659617598620563,587,39,30.28820579305815,7.908867968056343
32,13.641548182672867,48.075912731424424,-73.23425677954978,0.054732706924985886,215,28,29.84704725487496,1.4311439996145425
8,17.261350475875822,45.89766538971079,-72.53390657696934,0.40146177908904324,875,28,22.7919319476431,0.031010187842488213
16,17.304468897288977,42.824712333680836,-134.31720887647984,0.19629430231106704,228,39,114.9494490858778,2.272346521152725
8,11.808021708686825,43.08928373454094,-121.65073783698621,0.861664884699101,945,83,67.7809724060912,2.006576391743483
16,15.150378575449105,42.20573654744992,-83.25433372219123,0.3072164170212709,527,39,97.12434533243349,0.9394355403258953
16,25.770705469080575,38.19182166280501,-96.44024327169079,0.22267607912308496,745,73,48.77022492025654,1.2854273484130474
128,30.389418480792095,29.818163929954345,-131.52753564769938,0.27592269438054684,652,39,96.09632255742295,9.484886775202101
64,20.42714572716946,43.71214003988822,-127.83611460604065,0.31206404465202064,794,83,97.46155047513018,4.66543765565378
128,20.376491708588702,41.89027715482087,-63.77479863979951,0.49995899196478844,255,39,75.58468802198146,6.407620840912088
128,25.470382830894934,53.40862058568168,-99.89794842994165,0.6043129822403198,936,60,94.86810632293863,7.2938850925962
128,12.035111773155158,47.13356270944164,-111.69686730108512,0.5784925082293301,287,83,90.45218424540629,6.91959849178498
64,16.028010659771695,9.91092384890651,-139.94772873909602,0.33161684910783396,755,83,45.55192277379988,4.929838101919272
128,39.094631352356345,43.80722244541035,-136.88165434710956,0.09800768478074107,696,83,62.77896009671792,8.134938990653717
16,22.56776348513644,41.10632340323264,-66.43751802751602,0.3032858908492829,713,83,100.45943570340307,1.1002724764098215
64,17.10611676923446,43.8897562496684,-74.20950310517165,0.2872212092051508,599,83,102.60940631636257,4.130371980612958
128,34.674416909030825,25.85017267695649,-121.04533400746811,0.29827245423412274,935,28,69.24768542708432,8.609889792046069
128,15.2916095951867,46.144024868624264,-116.88920488726674,0.3846110759787682,621,28,13.208851221726864,7.734139759758487
128,12.308596048876275,38.46899999830566,-117.77177791282301,0.15620150793059928,82,60,9.206807934722736,7.227421613547596
64,29.116044304248412,48.622858069820666,-73.87591406468286,0.2913610728377445,855,83,2.3335510103455936,2.990142562308022
8,27.010487829600034,17.52623548567653,-138.46841056025306,0.9070419604150218,97,83,55.82465197460053,2.3012623879624003
8,22.533003465020013,30.25819326783269,-90.10809773677872,0.2530263409202532,442,28,1.2137317993002972,0.9387992806972711
128,23.844323938742026,58.96558910402637,-139.1351133091843,0.5555495698856199,662,83,1.6091344646547734,8.152304761208216
16,13.663297420300804,7.144780691620137,-87.65263956058243,0.024005044844888856,534,73,95.81810915165104,1.2732863657738902
32,31.919515307177384,22.234135467182874,-125.99014878957175,0.8586981212445739,37,60,96.13968806101904,3.0662074225980227
32,39.435585340822705,8.830263148932316,-119.18107216118165,0.9873361585795459,277,60,117.82765680422948,2.688822855070005
32,37.81533458438358,44.21753278488753,-132.4978778994387,0.13730003271557023,868,83,102.061398237248,4.628078184301087
8,34.017600973272486,5.302818953823145,-62.55473503593929,0.39631262549822055,531,60,104.85536285038567,0.24505900828318783
32,14.104558927568842,8.792690899603166,-115.21697126327206,0.3945723153189238,666,83,16.994069398394064,2.4970475598652375
16,29.753555039752765,24.678904592899297,-86.68295619785314,0.4020272168882407,757,83,79.90293194595327,1.8764146164347761
8,36.04426763132516,29.224274267183322,-61.51056737056514,0.4096728692925191,191,83,49.996324489650064,0.8928817076434944
8,38.086367387310695,36.46267538531154,-60.225411687763966,0.9395685890251657,883,39,42.74998735245361,-0.33589289633630653
64,24.37545632889193,47.04902870600947,-75.78877501176562,0.5137078552153048,761,83,49.23513635327359,3.0232820075498856
32,13.831404509057045,57.62398985163574,-101.01877167199594,0.6777232412013204,159,60,53.48301482960957,1.8755097976198847
64,38.974664834596595,33.67128262097764,-91.08291110194713,0.24997289086882968,53,60,44.27851351893078,4.0009402300404036
128,33.963497073209965,57.013398085015524,-117.00306680821998,0.5561906926300116,256,39,80.64237146166421,7.818012674637297
16,28.786609648942463,33.679512897397416,-126.26448738356403,0.934729915488301,128,39,26.452546187113676,2.0534024720511814
16,25.552240658356123,59.715061168127306,-61.55454183514212,0.3301559503156044,813,28,104.9300404400014,0.16955597703108283
128,31.479166865421927,37.46912297523251,-100.19681182831182,0.1682036557665182,911,28,7.400950034514895,7.445374221753131
8,29.73535913809108,36.31575486502555,-92.05583070884498,0.13521731371285473,991,39,62.19824669150196,1.6071238878615466
128,15.838675354622952,34.946528304014464,-79.90582904367658,0.34883190745863013,715,39,9.156294500889546,7.260852327164832
16,26.868904476337296,28.859958076709123,-122.54339723582622,0.14669511401518154,597,60,8.362883607614355,3.054142218218812
8,16.547616635951925,59.17443108774813,-127.6137109921824,0.768581330913202,884,39,75.85469141388278,1.6626482939937144
64,12.427578491537565,25.22822932658841,-126.12031597159825,0.047196701697378995,470,83,50.61958026271841,5.073298525537411
64,12.283925784709005,53.96419291597912,-90.65731137179671,0.0162434432094537,629,73,70.40977427608115,3.5463198708166446
32,37.92846086520933,12.655818574013253,-126.61143742105752,0.05961732534465902,597,83,102.41586638430637,3.7405818289230366
128,34.78202890757585,32.52206301406107,-105.60118287031523,0.252314736135153,141,73,5.921947643690553,7.956215418376317
16,34.474993749718536,12.739134042681712,-88.98494024832516,0.5639195667556237,921,28,110.24967657651018,1.5374565050424636
32,20.378049776408886,42.32684761699107,-118.32458413469077,0.7997833644457834,862,28,8.316540722249846,2.086536085133054
64,37.445377032043,12.045266050141002,-60.53959876616288,0.9325548784193121,180,39,103.83534710412295,2.8321597696248855
128,18.169219795581068,49.27439498244234,-126.61429567991517,0.5464585417281244,112,83,45.514007007305345,8.00240602947005
64,34.051842492093755,38.93865838647907,-134.50290578208313,0.6300931268616634,763,73,109.08750514760779,4.671149184024822
64,30.924143850078508,44.16077111819294,-83.5631335773211,0.712137045880605,945,83,85.63824893924912,3.5787655743190676
32,19.140374172941222,20.807527805606885,-117.51601998664887,0.8863803619601417,376,73,104.48057618571849,2.1917928977098273
16,30.046383956650487,32.077901400065,-123.10145348216551,0.6101079220362347,49,28,32.92940652004502,2.2623028470358078
128,32.908173824792826,26.533913399780612,-106.18966423891126,0.671093157085976,690,83,58.04289877761527,8.3728352838396
128,31.1404228820994,23.72129073399781,-92.25184984897925,0.7824258122127878,913,28,94.39001649978078,6.9893165323455175
64,26.238890059032116,21.14188527644669,-114.30702778912372,0.5866239182836627,262,73,83.41437791349207,4.212913926515805
128,16.659164857988483,36.076209607245886,-125.10912817973217,0.23138063637684803,288,28,67.98217987053961,7.913844730908731
32,38.10873469093188,27.907743754713344,-123.64413020285815,0.16827858850771282,570,60,8.686727791717242,4.581352442514673
64,24.62293594748541,5.177004498235328,-82.99029335211898,0.400212275849672,524,73,81.81425973461455,3.0949980095027887
64,19.093850678359857,25.278894397563736,-108.17074375860582,0.7174649906119122,845,28,36.677819620342014,3.7888692814245215
64,11.559138509544173,33.1967249276029,-95.27525720427182,0.7551336174451959,469,28,21.265806825455044,4.400240596730552
16,33.92278064820785,30.259585844526764,-68.37231286774646,0.10343411486048337,619,39,74.1439985294444,0.8632102971688707
128,34.51893309887481,43.624232131741536,-139.33090544985143,0.8751336186211521,487,73,113.33564254584455,8.606366115811609
16,29.020171092988342,17.49487563629332,-134.36064434854842,0.8736185287372153,521,60,113.78382080916809,2.437619249540016
32,11.733416829890999,40.55523079008618,-112.80225089654014,0.5960501157609502,342,73,46.46199289871212,2.0267669716635828
32,25.567531158485124,40.341085974435536,-81.68151506753469,0.9264637979561848,562,60,49.81868112687725,1.0910538662510434
128,30.685802530946834,29.42240620612116,-99.97124430275515,0.6920505530397448,907,83,88.48475664368056,7.765848452241802
32,22.92662570985418,13.495286097282808,-73.96674687008415,0.2966124821570931,767,39,63.54872168552098,0.6088466515142579
16,33.86349882369188,14.18241988109593,-111.90244901209752,0.8614180460955174,260,28,20.660242626317892,3.0749351136988547
128,11.926268112254023,22.43206232851156,-108.65125014495791,0.35472855673021264,789,83,80.63713655124613,7.125424126633037
16,21.197553748880203,16.177270009734798,-91.45224355678887,0.6949531193430477,371,60,16.593980808569725,1.5930347251463473
8,20.183505776284182,11.261111641213077,-110.43406404585815,0.8286529061182892,990,73,3.494854198692634,1.523606998061356
128,13.866096024203356,39.15107121131371,-138.24693369799928,0.0850563854892411,263,39,72.47045323946729,7.8422340650410876
16,30.40684727293874,25.297916196850412,-79.30277430688633,0.9024032761106747,303,83,34.300973839609135,0.9472377536792023
16,11.97125918285057,45.066987243888725,-125.98225823153382,0.8336440104751723,134,83,48.43510743238765,2.734078692491663
16,26.733502521100746,51.34915461883052,-76.32588902851981,0.3024663174614697,216,39,32.88998347691948,1.095616099830641
128,37.67498143531887,5.66596613791881,-124.79138801730178,0.5679742973160805,449,83,9.194688239064327,8.578692777261539
128,19.81099484689716,34.33626458209494,-72.9476020009086,0.6692190299248667,945,28,7.740091042387416,6.427868961449512
8,38.55435356269717,57.57553559254256,-90.03087615083747,0.09696567096542474,963,39,18.47558863998046,1.2783954274923017
16,29.10009046501622,57.83448365322599,-93.85140950938398,0.8759049249998946,230,39,96.67299465771777,1.694571723733863
64,28.71577974029719,49.19155088132865,-77.8360571478595,0.13812529314024724,80,73,88.25740659998972,3.918676714703143
64,16.60549605849434,34.0069792167472,-96.45968271090419,0.633711599765529,523,60,16.47640501699253,4.196104357010151
32,33.127655339321564,37.05437592959193,-96.72759969295353,0.7562537914224343,661,39,27.912463457850713,2.166436792758374
128,19.218698947788596,57.65964104709529,-79.2565994465221,0.913041466889856,264,83,6.565700980036793,6.411823393181251
64,10.761590669810346,45.30408496214378,-77.57075975944946,0.04191521671625753,220,60,87.59082231429853,2.069013523542197
32,24.864739486185954,9.433083256641856,-62.63717797950831,0.9303984201693255,110,73,100.26482694524489,1.3851373126495208
128,34.90659593700975,49.00390327845377,-78.31017473184907,0.6774380712282945,576,83,60.930258223519715,6.697066777132175
128,28.232103846365774,16.2071552520229,-108.07717458860523,0.4785283699195225,921,83,20.840596434520783,8.058323543459124
64,24.768335693441045,28.646209256458146,-87.04248441649051,0.3977934409290982,747,39,97.00293869976886,3.0964211134058126
16,34.01069523467085,20.189325680149473,-117.14339458712877,0.1828133885392259,72,39,13.396311527527391,2.3409354130385625
32,16.853642239938964,38.20874991221633,-126.40951951594117,0.4398556397138349,387,39,62.940068906277176,3.40719708265659
128,17.782703002938774,22.981238898594352,-115.66410242909754,0.5730422006190157,934,73,110.4753764052931,8.71676985568374
8,12.357354914650623,15.785374200611612,-123.72218060019233,0.8030118815263205,771,39,45.14752540334293,1.5416284666705242
8,13.31422339394184,19.224145918842133,-62.798770443642255,0.9791515551006156,140,83,53.7000297372514,0.4889088958905776
32,27.019366588867108,51.52567918227527,-128.24624611329833,0.21399467869831357,530,28,102.35330440611517,3.1062065893470217
64,20.053565627774255,24.380622063530993,-115.91631377325496,0.5488728015425998,313,83,5.951220986410335,3.6912366770431047
8,39.82418083663502,24.812865534023533,-95.45720712574496,0.808826323491684,438,60,91.83246289403483,1.4632643770290485
128,27.560630931902566,59.34197813855755,-120.68028117945057,0.38213947483256927,445,39,43.06424291926305,8.109903518440861
64,34.77450251694288,40.81311716849208,-104.48644363948978,0.5144613277398942,346,60,34.57974274607416,4.824577192433672
128,21.199279488392587,49.97819314213198,-68.47245579733995,0.3952593154311578,760,60,79.87806007511517,5.490225475653592
128,15.216857476584618,22.421892238713966,-105.24773447947122,0.6638244748527251,209,73,16.860876373031193,6.810676614668364
32,21.390772245018006,13.188842768284458,-115.68459901959781,0.3252111962762113,163,39,11.235947200035508,3.7922746167938675
64,19.23789824773573,26.203154760530726,-121.68996300132008,0.34993785357071405,830,83,69.00845029024978,4.9975159401267515
32,20.993846046141936,58.95430579894768,-92.57278555935119,0.7422713922522868,854,73,72.40850546642952,2.7016908469034346
128,34.53901072357186,58.850771590833496,-100.7123416493468,0.3887263478765467,605,83,59.90037999151941,7.6872328957771705
128,14.988501062682381,39.9897550589528,-118.07427285262472,0.050622472269074126,536,73,22.503266749459993,7.1389567955969495
64,26.6253400754738,23.383107528283343,-91.87568965601407,0.8979646468477885,749,39,60.38150004616135,3.42346605227804
128,39.27595767457394,50.308471132171206,-77.44320182736327,0.8096750362658893,255,83,6.851371261186072,6.785294550453828
64,15.261138358703487,37.902391173505634,-82.85386914120019,0.9746905960485515,969,39,25.86154290573226,3.234675407108387
8,19.755701926740848,37.02093106267626,-69.66513819190018,0.5578736756600732,222,39,99.6762917623307,1.1164786526418604
32,31.194271794607033,23.637335713631337,-75.69483638452427,0.5956798241615295,813,28,34.438415936585194,1.6861198574058396
32,30.899524716306768,8.919120027089223,-61.505773059016434,0.17252387694636206,119,60,87.72124189673798,0.8404162772137505
8,34.046113356489684,20.977747811928122,-124.75121335404401,0.8660356750457565,401,39,111.93255358873137,2.2352640335476295
64,38.95356089308137,54.50457506590644,-90.43790399709573,0.3931471294940152,871,83,15.654169193234164,3.3283250125731754
64,14.822796881449246,30.92079420689905,-135.50591381220488,0.6071352808835769,139,83,3.9428037288475615,5.535244086358851
8,16.175236301103048,42.855082967913035,-107.10467856043311,0.07675806188873802,148,73,45.89813526991132,2.397264945185034
8,33.590350432466565,6.49420816740579,-81.07718173321659,0.6923543061544142,576,73,7.213026729407499,1.1619772423189314
8,13.921311302205984,56.849837550176176,-120.26731073556748,0.430535820913037,589,39,103.05024307310207,1.4659906715536994
32,22.282349565737213,25.25702417787666,-62.65236001605717,0.9783547870568566,864,60,107.28086375001672,0.9271112761698602
8,16.988784242609015,8.721759904500086,-106.18170904848542,0.3302846675020844,629,83,11.327697108463099,1.9288706623989345
32,32.65811261490424,24.80277562455381,-127.64062367960594,0.7419777295139859,928,73,6.415045512578179,3.11053207209569
16,34.177762003528635,15.95684011917292,-131.0725600034202,0.11259046652919447,89,39,116.27614344987596,3.183843141181267
32,11.735280296901891,55.329953762387376,-132.58996135589064,0.631375326048251,275,39,99.98299917425447,3.3852356421139853
32,17.295165729983623,59.54954732421499,-73.13392576715871,0.4032106331838228,984,28,68.60146540196862,1.110096856077622
64,14.189537642689388,57.86245169741761,-83.40823999736578,0.0727349477786684,801,39,89.48804804176308,4.451729026075332
64,36.01882602879407,50.55370888404701,-103.65236615458758,0.7798208840100681,670,39,114.53073363852886,4.494044709299462
8,24.665397407707605,59.12072397657553,-79.46158663451456,0.47508987286676807,842,83,106.42090833979285,2.0644721896958407
32,18.224819996794174,19.927515924569292,-121.61386193619052,0.7452147426908345,619,83,0.5861359224302332,2.543963220931051
